crop,soil_type,temperature,humidity,rainfall,risk_index,fertilizer
Strawberry,Sandy,24.08333333333333,71.66666666666667,0.9,0.0,High Potassium
Tomato,Loam,19.416666666666668,83.125,0.3,0.0,High Potassium
Grape,Sandy,23.875,37.708333333333336,0.0,0.0,High Potassium
Grape,Sandy,25.541666666666668,72.25,2.0,0.0,High Potassium
Peach,Sandy,28.95833333333333,39.75,0.0,0.0,Balanced NPK
Bell Pepper,Loam,23.791666666666668,72.79166666666667,7.5,1.0,Balanced NPK
Bell Pepper,Sandy,30.5,41.833333333333336,0.0,0.0,Balanced NPK
Potato,Sandy,24.95833333333333,69.58333333333333,2.0,0.0,High Potassium
Bell Pepper,Sandy,21.33333333333333,70.125,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,25.375,66.125,2.1,0.0,Balanced NPK
Tomato,Sandy,29.916666666666668,40.083333333333336,0.0,0.0,High Potassium
Bell Pepper,Sandy,20.291666666666668,54.25,0.0,0.0,Balanced NPK
Tomato,Sandy,25.791666666666668,41.04166666666666,0.0,0.0,High Potassium
Cherry,Sandy,30.33333333333333,39.583333333333336,0.0,0.0,High Potassium
Peach,Sandy,20.166666666666668,50.208333333333336,0.0,0.0,Balanced NPK
Peach,Sandy,26.70833333333333,59.25,0.0,0.0,Balanced NPK
Grape,Sandy,27.95833333333333,49.833333333333336,0.0,0.0,High Potassium
Grape,Sandy,23.0,77.0,0.1,0.0,High Potassium
Cherry,Sandy,27.33333333333333,34.458333333333336,0.0,0.0,High Potassium
Corn (Maize),Sandy,23.666666666666668,71.875,1.0,0.0,Balanced NPK
Cherry,Loam,24.75,67.33333333333333,5.6000000000000005,0.0,Balanced NPK
Potato,Sandy,22.625,65.04166666666667,0.0,0.0,High Potassium
Strawberry,Sandy,20.70833333333333,57.0,0.0,0.0,High Potassium
Corn (Maize),Sandy,22.541666666666668,64.875,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,23.125,34.458333333333336,0.0,0.0,Balanced NPK
Apple,Loam,22.83333333333333,89.125,0.8,0.0,Balanced NPK
Peach,Loam,21.20833333333333,90.83333333333331,0.2,0.0,Balanced NPK
Corn (Maize),Loam,23.666666666666668,78.54166666666667,10.3,1.0,Balanced NPK
Strawberry,Sandy,23.5,76.625,0.6,0.0,High Potassium
Potato,Sandy,21.75,65.5,0.0,0.0,High Potassium
Apple,Loam,22.916666666666668,77.125,10.6,1.0,Balanced NPK
Bell Pepper,Loam,22.75,81.83333333333333,2.0,0.0,High Potassium
Potato,Sandy,21.5,56.583333333333336,0.0,0.0,High Potassium
Peach,Loam,21.875,79.66666666666667,0.6,0.0,Balanced NPK
Potato,Sandy,22.33333333333333,60.0,0.0,0.0,High Potassium
Peach,Loam,21.541666666666668,81.45833333333333,0.0,0.0,Balanced NPK
Tomato,Sandy,28.625,55.333333333333336,1.8,0.0,High Potassium
Apple,Sandy,24.58333333333333,62.5,1.4,0.0,Balanced NPK
Tomato,Sandy,23.45833333333333,75.83333333333333,0.3,0.0,High Potassium
Apple,Sandy,22.625,47.16666666666666,0.0,0.0,Balanced NPK
Cherry,Loam,22.5,78.79166666666667,1.8,0.0,Balanced NPK
Strawberry,Loam,22.33333333333333,86.91666666666667,4.800000000000001,1.0,Balanced NPK
Tomato,Sandy,20.58333333333333,50.0,0.0,0.0,High Potassium
Grape,Sandy,26.625,51.41666666666666,1.2,0.0,High Potassium
Peach,Loam,24.58333333333333,78.20833333333333,1.9,0.0,Balanced NPK
Peach,Sandy,24.416666666666668,68.95833333333333,0.2,0.0,Balanced NPK
Peach,Sandy,27.0,53.66666666666666,1.2000000000000002,1.0,Organic Compost
Potato,Sandy,23.666666666666668,71.20833333333333,0.9,0.0,High Potassium
Bell Pepper,Sandy,29.375,41.375,0.4,0.0,Balanced NPK
Tomato,Sandy,19.75,56.66666666666666,0.0,0.0,High Potassium
Tomato,Loam,22.5,87.41666666666667,0.9,0.0,High Potassium
Potato,Sandy,27.08333333333333,53.958333333333336,1.1,1.0,Organic Compost
Peach,Sandy,30.916666666666668,35.916666666666664,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,22.875,76.25,0.9,0.0,Balanced NPK
Corn (Maize),Sandy,21.666666666666668,44.708333333333336,0.0,0.0,Balanced NPK
Apple,Loam,27.041666666666668,64.04166666666667,5.6,0.0,Balanced NPK
Potato,Loam,20.70833333333333,91.79166666666669,1.8,0.0,Balanced NPK
Cherry,Sandy,28.83333333333333,47.083333333333336,0.0,0.0,High Potassium
Apple,Sandy,24.45833333333333,69.41666666666667,3.2,0.0,Balanced NPK
Apple,Sandy,27.0,61.29166666666666,2.5,0.0,Balanced NPK
Peach,Sandy,23.375,70.66666666666667,0.0,0.0,Balanced NPK
Tomato,Sandy,29.125,47.04166666666666,0.0,0.0,High Potassium
Apple,Sandy,29.041666666666668,54.333333333333336,1.7999999999999998,0.0,Balanced NPK
Potato,Loam,22.416666666666668,85.0,1.1,0.0,Balanced NPK
Strawberry,Loam,26.95833333333333,65.16666666666667,5.3,0.0,Balanced NPK
Potato,Loam,23.166666666666668,81.16666666666667,3.0,1.0,Balanced NPK
Tomato,Loam,21.70833333333333,85.375,2.7,1.0,Balanced NPK
Tomato,Sandy,24.166666666666668,68.91666666666667,0.0,0.0,High Potassium
Strawberry,Sandy,26.166666666666668,67.33333333333333,3.6,0.0,Balanced NPK
Potato,Sandy,21.541666666666668,70.79166666666667,0.9,0.0,High Potassium
Cherry,Sandy,26.58333333333333,57.708333333333336,0.2,0.0,High Potassium
Bell Pepper,Loam,21.70833333333333,79.125,0.0,0.0,High Potassium
Peach,Sandy,21.791666666666668,38.04166666666666,0.0,0.0,Balanced NPK
Strawberry,Sandy,24.70833333333333,55.04166666666666,0.0,0.0,High Potassium
Bell Pepper,Loam,27.95833333333333,53.375,5.0,0.0,Balanced NPK
Potato,Loam,26.375,66.33333333333333,5.300000000000001,0.0,Balanced NPK
Strawberry,Sandy,25.166666666666668,69.04166666666667,0.0,0.0,High Potassium
Strawberry,Sandy,26.20833333333333,64.125,0.1,0.0,High Potassium
Grape,Sandy,27.08333333333333,65.625,0.3,0.0,High Potassium
Tomato,Sandy,24.45833333333333,61.958333333333336,0.3,0.0,High Potassium
Strawberry,Loam,20.33333333333333,86.66666666666667,0.0,0.0,Balanced NPK
Cherry,Sandy,27.625,53.125,0.3,0.0,High Potassium
Cherry,Loam,21.125,95.29166666666669,8.4,1.0,Balanced NPK
Strawberry,Sandy,24.45833333333333,49.708333333333336,0.0,0.0,High Potassium
Cherry,Sandy,27.875,54.875,3.1,0.0,Balanced NPK
Bell Pepper,Sandy,28.125,59.25,2.5,0.0,Balanced NPK
Peach,Sandy,25.70833333333333,66.70833333333333,1.9,1.0,Organic Compost
Cherry,Sandy,23.25,42.5,0.0,0.0,High Potassium
Cherry,Sandy,28.166666666666668,56.25,1.1,0.0,High Potassium
Corn (Maize),Sandy,22.75,56.41666666666666,0.0,0.0,Balanced NPK
Tomato,Sandy,23.5,34.583333333333336,0.0,0.0,High Potassium
Bell Pepper,Loam,23.75,70.83333333333333,6.300000000000001,1.0,Balanced NPK
Tomato,Clay,7.375,79.16666666666667,37.0,1.0,Balanced NPK
Tomato,Sandy,20.95833333333333,66.125,0.0,0.0,High Potassium
Corn (Maize),Sandy,21.041666666666668,62.833333333333336,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,23.58333333333333,66.95833333333333,0.4,0.0,Balanced NPK
Corn (Maize),Sandy,27.70833333333333,51.91666666666666,0.0,0.0,Balanced NPK
Tomato,Sandy,23.20833333333333,69.41666666666667,0.0,0.0,High Potassium
Bell Pepper,Loam,25.83333333333333,74.04166666666667,5.9,1.0,Balanced NPK
Tomato,Sandy,31.33333333333333,31.375,0.0,0.0,High Potassium
Apple,Loam,20.0,91.66666666666669,5.0,1.0,Balanced NPK
Corn (Maize),Sandy,27.20833333333333,62.66666666666666,0.3,0.0,Balanced NPK
Bell Pepper,Sandy,22.0,76.45833333333333,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,24.25,66.375,0.0,0.0,Balanced NPK
Cherry,Sandy,23.45833333333333,74.54166666666667,1.3,0.0,High Potassium
Strawberry,Sandy,24.375,67.33333333333333,0.2,0.0,High Potassium
Peach,Sandy,25.666666666666668,52.79166666666666,1.3,0.0,Balanced NPK
Bell Pepper,Sandy,21.666666666666668,44.708333333333336,0.0,0.0,Balanced NPK
Cherry,Sandy,20.375,64.91666666666667,0.0,0.0,High Potassium
Corn (Maize),Sandy,21.416666666666668,59.458333333333336,0.0,1.0,Organic Compost
Tomato,Sandy,23.541666666666668,59.16666666666666,0.0,0.0,High Potassium
Apple,Loam,21.916666666666668,92.54166666666669,14.9,1.0,Balanced NPK
Potato,Sandy,23.666666666666668,71.58333333333333,0.0,0.0,High Potassium
Grape,Sandy,22.58333333333333,72.375,0.0,0.0,High Potassium
Cherry,Sandy,23.45833333333333,67.25,0.9,0.0,High Potassium
Bell Pepper,Loam,27.041666666666668,64.04166666666667,5.6,0.0,Balanced NPK
Corn (Maize),Loam,21.5,82.58333333333333,0.0,0.0,Balanced NPK
Apple,Sandy,20.45833333333333,59.66666666666666,0.0,0.0,Balanced NPK
Apple,Loam,23.291666666666668,74.70833333333333,5.0,1.0,Balanced NPK
Cherry,Sandy,26.375,63.875,0.7,0.0,High Potassium
Bell Pepper,Sandy,31.125,36.458333333333336,0.0,0.0,Balanced NPK
Corn (Maize),Loam,20.541666666666668,77.16666666666667,0.0,0.0,Balanced NPK
Strawberry,Sandy,23.33333333333333,72.58333333333333,0.0,0.0,High Potassium
Apple,Sandy,24.33333333333333,68.125,1.5,0.0,Balanced NPK
Corn (Maize),Sandy,27.25,34.916666666666664,0.0,0.0,Balanced NPK
Potato,Sandy,28.58333333333333,37.375,0.0,0.0,High Potassium
Tomato,Sandy,20.20833333333333,63.54166666666666,0.0,0.0,High Potassium
Grape,Sandy,20.416666666666668,70.83333333333333,0.0,0.0,High Potassium
Corn (Maize),Loam,22.95833333333333,83.66666666666667,3.2,1.0,Balanced NPK
Grape,Sandy,23.5,72.5,0.3,0.0,High Potassium
Bell Pepper,Sandy,25.666666666666668,62.16666666666666,0.0,0.0,Balanced NPK
Grape,Loam,26.875,63.875,6.7,0.0,Balanced NPK
Bell Pepper,Sandy,18.25,62.583333333333336,0.0,0.0,Balanced NPK
Apple,Sandy,26.20833333333333,64.125,0.1,0.0,Balanced NPK
Strawberry,Sandy,24.5,66.54166666666667,0.9,0.0,High Potassium
Strawberry,Sandy,23.08333333333333,75.66666666666667,0.0,0.0,High Potassium
Cherry,Loam,20.95833333333333,78.08333333333333,0.0,0.0,Balanced NPK
Cherry,Sandy,26.291666666666668,58.458333333333336,0.7000000000000001,0.0,High Potassium
Bell Pepper,Loam,22.25,86.25,0.7,0.0,High Potassium
Strawberry,Loam,23.58333333333333,81.75,1.6,1.0,Balanced NPK
Apple,Sandy,21.625,42.91666666666666,0.0,0.0,Balanced NPK
Cherry,Sandy,23.625,39.583333333333336,0.0,0.0,High Potassium
Tomato,Sandy,24.875,66.04166666666667,2.4,0.0,High Potassium
Bell Pepper,Sandy,28.20833333333333,55.083333333333336,1.3,1.0,Organic Compost
Tomato,Loam,22.58333333333333,79.20833333333333,15.4,1.0,Balanced NPK
Bell Pepper,Sandy,22.75,75.0,0.2,0.0,Balanced NPK
Tomato,Sandy,28.041666666666668,64.75,0.0,0.0,High Potassium
Apple,Loam,21.791666666666668,88.83333333333333,1.7,0.0,Balanced NPK
Peach,Sandy,24.75,41.125,0.0,1.0,Organic Compost
Corn (Maize),Loam,21.83333333333333,81.66666666666667,0.0,0.0,Balanced NPK
Grape,Sandy,24.25,68.70833333333333,0.0,0.0,High Potassium
Corn (Maize),Sandy,28.33333333333333,49.41666666666666,0.0,0.0,Balanced NPK
Apple,Sandy,23.875,54.208333333333336,0.0,0.0,Balanced NPK
Apple,Sandy,20.58333333333333,56.29166666666666,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,21.83333333333333,52.208333333333336,0.0,0.0,Balanced NPK
Tomato,Sandy,28.791666666666668,55.0,1.1,1.0,Organic Compost
Corn (Maize),Sandy,23.5,72.375,0.2,1.0,Organic Compost
Tomato,Sandy,23.916666666666668,70.91666666666667,0.0,0.0,High Potassium
Grape,Sandy,20.33333333333333,52.66666666666666,0.0,0.0,High Potassium
Tomato,Sandy,28.166666666666668,37.04166666666666,0.0,0.0,High Potassium
Potato,Sandy,28.375,33.0,0.0,0.0,High Potassium
Strawberry,Sandy,27.70833333333333,44.66666666666666,0.3,0.0,High Potassium
Cherry,Loam,24.5,77.66666666666667,11.6,1.0,Balanced NPK
Tomato,Sandy,20.45833333333333,70.0,0.0,0.0,High Potassium
Strawberry,Sandy,24.875,69.625,2.2,0.0,High Potassium
Potato,Sandy,20.291666666666668,69.83333333333333,0.0,0.0,High Potassium
Strawberry,Sandy,28.416666666666668,46.708333333333336,0.0,0.0,High Potassium
Potato,Sandy,23.916666666666668,71.5,0.6000000000000001,0.0,High Potassium
Corn (Maize),Sandy,24.666666666666668,73.91666666666667,0.5,0.0,Balanced NPK
Tomato,Clay,20.95833333333333,90.83333333333331,20.2,1.0,Balanced NPK
Strawberry,Sandy,22.541666666666668,73.45833333333333,0.0,0.0,High Potassium
Tomato,Sandy,24.70833333333333,55.04166666666666,0.0,0.0,High Potassium
Strawberry,Loam,23.08333333333333,81.70833333333333,3.5,1.0,Balanced NPK
Peach,Loam,24.58333333333333,72.95833333333333,5.2,1.0,Balanced NPK
Strawberry,Sandy,29.0,45.16666666666666,0.6,0.0,High Potassium
Grape,Loam,23.45833333333333,78.625,1.5,0.0,Balanced NPK
Peach,Sandy,23.416666666666668,73.125,0.0,0.0,Balanced NPK
Corn (Maize),Loam,22.291666666666668,83.41666666666667,0.6,0.0,Balanced NPK
Tomato,Sandy,24.125,69.91666666666667,1.4,1.0,Organic Compost
Bell Pepper,Sandy,24.08333333333333,74.16666666666667,2.8000000000000003,1.0,Organic Compost
Bell Pepper,Loam,23.83333333333333,80.70833333333333,4.2,1.0,Balanced NPK
Peach,Clay,25.041666666666668,70.95833333333333,26.6,1.0,Balanced NPK
Corn (Maize),Sandy,25.0,75.0,0.5,0.0,Balanced NPK
Apple,Sandy,27.83333333333333,35.333333333333336,0.0,0.0,Balanced NPK
Cherry,Loam,24.625,72.33333333333333,4.0,1.0,Balanced NPK
Grape,Sandy,27.041666666666668,35.958333333333336,0.0,0.0,High Potassium
Corn (Maize),Loam,20.83333333333333,79.75,0.0,0.0,Balanced NPK
Tomato,Sandy,27.08333333333333,68.0,1.8,0.0,High Potassium
Tomato,Sandy,30.75,37.54166666666666,0.0,0.0,High Potassium
Corn (Maize),Sandy,20.33333333333333,52.375,0.0,0.0,Balanced NPK
Peach,Sandy,23.0,73.04166666666667,1.8,0.0,Balanced NPK
Grape,Clay,24.25,79.125,21.8,1.0,Balanced NPK
Bell Pepper,Clay,24.166666666666668,75.04166666666667,20.9,1.0,Balanced NPK
Apple,Sandy,25.20833333333333,46.54166666666666,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,18.791666666666668,58.5,0.0,0.0,Balanced NPK
Corn (Maize),Loam,21.875,90.0,2.5,1.0,Balanced NPK
Cherry,Loam,21.08333333333333,78.375,0.0,0.0,Balanced NPK
Apple,Loam,27.5,58.0,7.899999999999999,0.0,Balanced NPK
Peach,Sandy,29.625,36.875,0.0,0.0,Balanced NPK
Cherry,Sandy,22.58333333333333,65.70833333333333,0.0,0.0,High Potassium
Grape,Sandy,22.875,46.16666666666666,0.0,0.0,High Potassium
Corn (Maize),Sandy,24.291666666666668,68.125,0.3,1.0,Organic Compost
Tomato,Sandy,23.291666666666668,72.91666666666667,0.0,0.0,High Potassium
Grape,Loam,23.70833333333333,80.45833333333333,11.8,1.0,Balanced NPK
Strawberry,Sandy,23.375,39.75,0.0,0.0,High Potassium
Corn (Maize),Sandy,24.20833333333333,76.75,1.7,0.0,Balanced NPK
Potato,Sandy,24.791666666666668,69.41666666666667,0.7000000000000001,0.0,High Potassium
Potato,Sandy,19.08333333333333,73.125,0.0,0.0,High Potassium
Strawberry,Loam,22.041666666666668,88.41666666666667,17.5,1.0,Balanced NPK
Grape,Sandy,21.25,66.20833333333333,0.0,0.0,High Potassium
Strawberry,Sandy,23.375,72.41666666666667,0.0,0.0,High Potassium
Bell Pepper,Sandy,25.625,31.041666666666668,0.0,0.0,Balanced NPK
Tomato,Sandy,24.541666666666668,70.375,0.4,0.0,High Potassium
Cherry,Loam,21.83333333333333,78.75,1.9,0.0,Balanced NPK
Cherry,Sandy,24.541666666666668,64.375,2.7,0.0,High Potassium
Bell Pepper,Sandy,28.25,38.04166666666666,0.0,1.0,Organic Compost
Corn (Maize),Sandy,24.5,56.16666666666666,0.0,0.0,Balanced NPK
Apple,Sandy,23.666666666666668,72.125,0.0,0.0,Balanced NPK
Cherry,Sandy,24.375,64.70833333333333,0.0,0.0,High Potassium
Strawberry,Sandy,21.375,74.375,0.0,0.0,High Potassium
Potato,Sandy,27.166666666666668,36.875,0.0,0.0,High Potassium
Strawberry,Loam,22.25,80.66666666666667,0.4,0.0,Balanced NPK
Strawberry,Loam,23.5,79.29166666666667,4.4,1.0,Balanced NPK
Bell Pepper,Loam,21.791666666666668,82.875,0.7,0.0,High Potassium
Potato,Sandy,23.75,71.20833333333333,0.2,0.0,High Potassium
Peach,Loam,21.041666666666668,76.70833333333333,0.6000000000000001,0.0,Balanced NPK
Bell Pepper,Sandy,23.95833333333333,74.20833333333333,0.5,0.0,Balanced NPK
Cherry,Sandy,28.416666666666668,44.583333333333336,0.3,0.0,High Potassium
Apple,Loam,22.666666666666668,82.75,5.9,1.0,Balanced NPK
Potato,Loam,22.291666666666668,85.5,10.8,1.0,Balanced NPK
Strawberry,Sandy,28.291666666666668,44.958333333333336,0.0,0.0,High Potassium
Bell Pepper,Loam,21.58333333333333,77.45833333333333,1.0,0.0,High Potassium
Strawberry,Loam,22.33333333333333,79.83333333333333,10.1,1.0,Balanced NPK
Tomato,Sandy,23.791666666666668,70.58333333333333,0.0,0.0,High Potassium
Grape,Sandy,24.875,66.625,0.0,0.0,High Potassium
Corn (Maize),Loam,22.33333333333333,82.75,7.1,1.0,Balanced NPK
Bell Pepper,Loam,21.875,90.08333333333331,2.3,1.0,Balanced NPK
Grape,Sandy,23.416666666666668,70.70833333333333,0.0,0.0,High Potassium
Tomato,Sandy,27.58333333333333,40.29166666666666,0.0,0.0,High Potassium
Corn (Maize),Sandy,28.25,57.04166666666666,3.1,1.0,Organic Compost
Apple,Sandy,21.791666666666668,38.04166666666666,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,24.83333333333333,66.75,0.0,0.0,Balanced NPK
Tomato,Sandy,24.666666666666668,66.70833333333333,0.0,0.0,High Potassium
Apple,Sandy,20.875,54.208333333333336,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,28.83333333333333,47.083333333333336,0.0,0.0,Balanced NPK
Peach,Loam,21.416666666666668,87.375,6.7,1.0,Balanced NPK
Tomato,Sandy,23.45833333333333,72.95833333333333,0.0,0.0,High Potassium
Strawberry,Clay,27.58333333333333,60.583333333333336,48.4,0.0,High Phosphorus
Apple,Loam,21.0,92.25,5.2,1.0,Balanced NPK
Grape,Loam,21.625,83.45833333333333,3.5,1.0,Balanced NPK
Potato,Sandy,21.5,72.125,0.0,0.0,High Potassium
Potato,Loam,22.416666666666668,79.16666666666667,0.7000000000000001,0.0,Balanced NPK
Strawberry,Sandy,19.291666666666668,68.33333333333333,0.0,0.0,High Potassium
Tomato,Sandy,22.95833333333333,70.79166666666667,2.3,1.0,Organic Compost
Bell Pepper,Loam,23.375,76.5,2.4000000000000004,1.0,Balanced NPK
Strawberry,Loam,20.875,81.91666666666667,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,27.70833333333333,31.95833333333333,0.0,0.0,Balanced NPK
Grape,Sandy,23.58333333333333,73.70833333333333,1.2,0.0,High Potassium
Strawberry,Sandy,28.5,40.125,0.0,0.0,High Potassium
Potato,Sandy,25.541666666666668,66.75,0.8,0.0,High Potassium
Strawberry,Sandy,27.875,37.583333333333336,0.0,0.0,High Potassium
Potato,Sandy,26.08333333333333,68.29166666666667,0.0,0.0,High Potassium
Bell Pepper,Sandy,22.70833333333333,71.875,0.0,0.0,Balanced NPK
Grape,Sandy,30.0,41.5,1.6,0.0,High Potassium
Peach,Loam,21.375,77.33333333333333,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,23.125,60.125,0.0,0.0,Balanced NPK
Strawberry,Sandy,20.666666666666668,72.54166666666667,0.1,0.0,High Potassium
Potato,Sandy,24.5,56.16666666666666,0.0,0.0,High Potassium
Cherry,Loam,23.666666666666668,76.25,1.9,0.0,Balanced NPK
Peach,Sandy,21.125,66.25,0.0,0.0,Balanced NPK
Tomato,Sandy,29.20833333333333,48.75,0.4,1.0,Organic Compost
Tomato,Sandy,29.0,49.75,0.3,1.0,Organic Compost
Corn (Maize),Sandy,28.625,51.208333333333336,0.0,0.0,Balanced NPK
Apple,Sandy,21.20833333333333,64.91666666666667,0.0,0.0,Balanced NPK
Peach,Sandy,22.08333333333333,57.04166666666666,0.0,0.0,Balanced NPK
Strawberry,Loam,21.58333333333333,81.58333333333333,2.4000000000000004,1.0,Balanced NPK
Strawberry,Sandy,20.5,67.66666666666667,0.0,0.0,High Potassium
Cherry,Sandy,22.416666666666668,72.70833333333333,0.0,0.0,High Potassium
Grape,Sandy,25.08333333333333,67.625,2.5,0.0,High Potassium
Grape,Sandy,22.166666666666668,59.16666666666666,0.0,0.0,High Potassium
Bell Pepper,Sandy,26.20833333333333,48.833333333333336,0.0,0.0,Balanced NPK
Peach,Sandy,24.5,70.70833333333333,0.6000000000000001,0.0,Balanced NPK
Apple,Sandy,22.916666666666668,42.16666666666666,0.0,0.0,Balanced NPK
Tomato,Loam,22.875,83.08333333333333,9.1,1.0,Balanced NPK
Bell Pepper,Loam,23.58333333333333,64.83333333333333,7.4,0.0,Balanced NPK
Apple,Sandy,22.70833333333333,69.33333333333333,0.0,0.0,Balanced NPK
Potato,Loam,23.875,77.125,7.0,1.0,Balanced NPK
Cherry,Sandy,22.666666666666668,72.29166666666667,0.2,0.0,High Potassium
Grape,Sandy,23.541666666666668,65.375,0.0,0.0,High Potassium
Potato,Loam,19.041666666666668,91.04166666666669,9.1,1.0,Balanced NPK
Grape,Sandy,25.25,66.375,1.7,0.0,High Potassium
Strawberry,Sandy,27.875,43.333333333333336,0.0,0.0,High Potassium
Apple,Sandy,26.166666666666668,62.25,0.0,0.0,Balanced NPK
Peach,Sandy,22.83333333333333,39.958333333333336,0.0,0.0,Balanced NPK
Cherry,Sandy,22.125,74.70833333333333,0.3,0.0,High Potassium
Grape,Sandy,26.08333333333333,63.29166666666666,1.0,1.0,Organic Compost
Potato,Sandy,25.08333333333333,65.29166666666667,0.1,0.0,High Potassium
Apple,Loam,20.58333333333333,77.04166666666667,0.1,0.0,Balanced NPK
Cherry,Loam,23.291666666666668,75.33333333333333,3.2,1.0,Balanced NPK
Peach,Sandy,19.83333333333333,70.125,0.0,0.0,Balanced NPK
Apple,Sandy,19.08333333333333,45.625,0.0,0.0,Balanced NPK
Peach,Clay,23.83333333333333,81.16666666666667,33.3,1.0,Balanced NPK
Grape,Loam,21.791666666666668,82.875,0.7,0.0,Balanced NPK
Strawberry,Sandy,26.25,71.20833333333333,1.5,0.0,High Potassium
Peach,Sandy,29.0,39.625,0.0,0.0,Balanced NPK
Tomato,Sandy,24.83333333333333,68.5,2.5,0.0,High Potassium
Strawberry,Sandy,20.75,53.958333333333336,0.0,0.0,High Potassium
Strawberry,Sandy,23.916666666666668,70.91666666666667,0.0,0.0,High Potassium
Bell Pepper,Sandy,28.041666666666668,57.375,4.2,0.0,Balanced NPK
Bell Pepper,Loam,23.375,82.58333333333333,0.0,0.0,High Potassium
Bell Pepper,Loam,24.625,73.58333333333333,6.2,1.0,Balanced NPK
Apple,Sandy,29.5,48.833333333333336,0.2,0.0,Balanced NPK
Peach,Loam,20.666666666666668,79.83333333333333,0.0,0.0,Balanced NPK
Peach,Loam,20.125,88.33333333333333,6.800000000000001,1.0,Balanced NPK
Peach,Sandy,23.875,71.20833333333333,0.5,0.0,Balanced NPK
Grape,Loam,23.33333333333333,81.625,1.5,0.0,Balanced NPK
Corn (Maize),Sandy,22.45833333333333,61.16666666666666,0.0,0.0,Balanced NPK
Cherry,Loam,18.541666666666668,89.95833333333333,12.5,1.0,Balanced NPK
Apple,Loam,18.875,74.16666666666667,0.0,0.0,Balanced NPK
Grape,Loam,23.166666666666668,81.16666666666667,3.0,1.0,Balanced NPK
Potato,Loam,22.25,89.04166666666667,8.0,1.0,Balanced NPK
Cherry,Sandy,24.25,68.45833333333333,0.0,0.0,High Potassium
Corn (Maize),Sandy,25.20833333333333,63.708333333333336,0.0,0.0,Balanced NPK
Peach,Loam,20.83333333333333,79.75,0.0,0.0,Balanced NPK
Peach,Loam,22.83333333333333,80.625,0.5,0.0,Balanced NPK
Corn (Maize),Sandy,20.541666666666668,64.41666666666667,0.0,0.0,Balanced NPK
Strawberry,Sandy,23.791666666666668,70.125,0.1,0.0,High Potassium
Corn (Maize),Sandy,28.875,34.958333333333336,0.0,0.0,Balanced NPK
Cherry,Loam,22.291666666666668,81.875,3.9,1.0,Balanced NPK
Potato,Sandy,22.58333333333333,77.25,0.3,0.0,High Potassium
Corn (Maize),Sandy,22.08333333333333,72.33333333333333,0.0,0.0,Balanced NPK
Potato,Sandy,28.875,40.41666666666666,0.1,0.0,High Potassium
Tomato,Loam,21.416666666666668,91.83333333333331,14.6,1.0,Balanced NPK
Corn (Maize),Sandy,21.125,35.916666666666664,0.0,0.0,Balanced NPK
Strawberry,Sandy,19.166666666666668,62.25,0.0,0.0,High Potassium
Corn (Maize),Sandy,23.95833333333333,69.5,0.0,0.0,Balanced NPK
Cherry,Loam,21.625,78.20833333333333,0.2,0.0,Balanced NPK
Grape,Loam,22.875,80.33333333333333,1.4,0.0,Balanced NPK
Strawberry,Loam,21.291666666666668,89.16666666666667,0.9,0.0,Balanced NPK
Grape,Sandy,23.08333333333333,60.25,0.0,0.0,High Potassium
Cherry,Sandy,19.95833333333333,54.583333333333336,0.0,0.0,High Potassium
Strawberry,Loam,22.541666666666668,81.04166666666667,11.3,1.0,Balanced NPK
Bell Pepper,Sandy,18.45833333333333,52.54166666666666,0.0,0.0,Balanced NPK
Grape,Loam,23.08333333333333,83.375,5.5,1.0,Balanced NPK
Strawberry,Sandy,20.541666666666668,56.79166666666666,0.0,0.0,High Potassium
Grape,Loam,24.041666666666668,74.0,3.1,1.0,Balanced NPK
Potato,Sandy,20.58333333333333,56.29166666666666,0.0,0.0,High Potassium
Peach,Sandy,24.125,74.29166666666667,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,26.5,34.541666666666664,0.0,0.0,Balanced NPK
Bell Pepper,Sandy,25.125,48.29166666666666,0.0,0.0,Balanced NPK
Corn (Maize),Sandy,22.875,75.125,0.4,0.0,Balanced NPK
Strawberry,Sandy,24.33333333333333,67.41666666666667,0.0,0.0,High Potassium
Grape,Sandy,25.666666666666668,52.79166666666666,1.3,0.0,High Potassium
Bell Pepper,Loam,22.20833333333333,84.58333333333333,3.3000000000000003,1.0,Balanced NPK
Strawberry,Sandy,24.375,68.95833333333333,0.0,0.0,High Potassium
Cherry,Loam,21.33333333333333,81.66666666666667,0.3,0.0,Balanced NPK
Bell Pepper,Sandy,24.666666666666668,73.91666666666667,0.5,0.0,Balanced NPK
Corn (Maize),Sandy,22.95833333333333,65.33333333333333,0.0,0.0,Balanced NPK
Cherry,Sandy,20.791666666666668,60.125,0.0,0.0,High Potassium
