temperature,humidity,rainfall,pressure,soil_moisture,wind_speed,soil_type
21,84.0,0.0,1007.0,0.272,17.0,Loam
16,58.0,0.0,1013.0,0.21899999999999997,13.0,Sandy
21,73.0,0.0,1008.0,0.239,17.0,Sandy
20,90.0,0.0,1011.0,0.29500000000000004,12.0,Loam
20,40.0,0.0,1014.0,0.145,13.0,Sandy
26,29.0,0.0,1018.0,0.08199999999999999,20.0,Sandy
19,97.0,0.0,1012.0,0.321,4.0,Loam
23,80.0,0.0,1010.0,0.25,6.0,Loam
19,71.0,0.0,1016.0,0.243,10.0,Sandy
31,26.0,0.0,1013.0,0.047999999999999994,9.0,Sandy
22,79.0,0.0,1009.0,0.252,7.0,Loam
29,56.0,0.0,1009.0,0.14800000000000002,11.0,Sandy
24,74.0,0.0,1005.0,0.227,18.0,Sandy
25,65.0,0.0,1007.0,0.195,22.0,Sandy
24,73.0,0.0,1008.0,0.224,20.0,Sandy
21,87.0,0.0,1012.0,0.281,14.0,Loam
22,75.0,0.0,1011.0,0.24,5.0,Sandy
30,15.0,0.0,1013.0,0.019999999999999997,13.0,Sandy
19,40.0,0.0,1015.0,0.15,15.0,Sandy
15,93.0,0.0,1016.0,0.329,9.0,Loam
19,79.0,0.0,1012.0,0.267,11.0,Loam
21,87.0,0.2,1011.0,0.2826,12.0,Loam
19,88.0,0.0,1014.0,0.29400000000000004,10.0,Loam
21,71.0,0.0,1011.0,0.23299999999999998,12.0,Sandy
23,73.0,0.0,1010.0,0.229,8.0,Sandy
32,35.0,0.0,1005.0,0.06999999999999999,9.0,Sandy
21,95.0,0.0,1011.0,0.305,10.0,Loam
32,41.0,0.0,1007.0,0.08799999999999998,7.0,Sandy
20,84.0,0.0,1015.0,0.277,8.0,Loam
28,58.0,0.0,1006.0,0.15899999999999997,27.0,Sandy
24,72.0,0.0,1009.0,0.221,22.0,Sandy
28,48.0,0.0,1011.0,0.12899999999999998,15.0,Sandy
22,71.0,0.0,1016.0,0.228,13.0,Sandy
29,49.0,0.0,1008.0,0.127,9.0,Sandy
21,94.0,0.0,1010.0,0.302,13.0,Loam
34,18.0,0.0,1008.0,0.009000000000000001,10.0,Sandy
20,92.0,0.0,1005.0,0.30100000000000005,18.0,Loam
25,64.0,0.0,1011.0,0.192,15.0,Sandy
23,33.0,0.0,1011.0,0.109,12.0,Sandy
34,19.0,0.0,1005.0,0.011999999999999997,6.0,Sandy
20,91.0,0.0,1013.0,0.29800000000000004,11.0,Loam
19,94.0,0.0,1011.0,0.312,14.0,Loam
24,66.0,0.0,1010.0,0.203,5.0,Sandy
29,52.0,0.0,1011.0,0.136,10.0,Sandy
22,88.0,0.0,1009.0,0.279,19.0,Loam
21,54.0,0.0,1013.0,0.182,13.0,Sandy
30,29.0,0.0,1010.0,0.06199999999999999,14.0,Sandy
29,51.0,0.0,1005.0,0.133,30.0,Sandy
26,78.0,0.8,1010.0,0.23539999999999997,3.0,Sandy
30,50.0,0.0,1009.0,0.125,14.0,Sandy
22,52.0,0.0,1012.0,0.171,4.0,Sandy
29,24.0,0.0,1011.0,0.05199999999999999,9.0,Sandy
19,54.0,0.0,1014.0,0.192,10.0,Sandy
33,27.0,0.0,1007.0,0.041,8.0,Sandy
22,90.0,0.0,1009.0,0.28500000000000003,12.0,Loam
22,52.0,0.0,1010.0,0.171,8.0,Sandy
29,35.0,0.0,1013.0,0.08499999999999999,9.0,Sandy
22,88.0,3.5,1014.0,0.30700000000000005,18.0,Loam
22,84.0,0.0,1008.0,0.267,21.0,Loam
19,96.0,0.0,1008.0,0.318,15.0,Loam
18,89.0,0.0,1015.0,0.30200000000000005,15.0,Loam
22,84.0,0.0,1007.0,0.267,14.0,Loam
15,92.0,0.0,1017.0,0.326,10.0,Loam
28,58.0,0.5,1008.0,0.16299999999999998,13.0,Sandy
23,75.0,0.0,1014.0,0.235,6.0,Sandy
22,83.0,0.8,1016.0,0.2704,19.0,Loam
24,68.0,0.0,1015.0,0.20900000000000002,16.0,Sandy
26,67.0,0.0,1007.0,0.196,10.0,Sandy
32,37.0,0.0,1009.0,0.076,9.0,Sandy
32,25.0,0.0,1006.0,0.039999999999999994,10.0,Sandy
17,84.0,0.0,1016.0,0.292,6.0,Loam
26,57.0,0.0,1011.0,0.16599999999999998,9.0,Sandy
27,61.0,0.0,1009.0,0.173,8.0,Sandy
24,43.0,0.0,1016.0,0.134,13.0,Sandy
24,75.0,0.0,1009.0,0.22999999999999998,19.0,Sandy
20,89.0,0.0,1009.0,0.29200000000000004,14.0,Loam
27,70.0,0.0,1004.0,0.19999999999999998,6.0,Sandy
21,91.0,0.0,1011.0,0.29300000000000004,4.0,Loam
26,61.0,0.0,1010.0,0.178,9.0,Sandy
27,67.0,0.0,1009.0,0.191,8.0,Sandy
28,48.0,0.2,1005.0,0.13059999999999997,22.0,Sandy
23,79.0,0.0,1011.0,0.247,10.0,Sandy
21,33.0,0.0,1012.0,0.11900000000000001,8.0,Sandy
24,79.0,0.0,1009.0,0.242,8.0,Sandy
24,75.0,0.2,1012.0,0.23159999999999997,12.0,Sandy
31,41.0,0.0,1006.0,0.09299999999999997,5.0,Sandy
22,92.0,2.4,1008.0,0.31020000000000003,8.0,Loam
21,81.0,0.0,1008.0,0.263,18.0,Loam
19,69.0,0.0,1012.0,0.237,6.0,Sandy
27,54.0,0.0,1008.0,0.152,28.0,Sandy
23,92.0,0.6,1011.0,0.29080000000000006,3.0,Loam
22,87.0,0.0,1010.0,0.276,13.0,Loam
21,90.0,2.4,1013.0,0.30920000000000003,6.0,Loam
26,40.0,0.0,1012.0,0.11499999999999999,6.0,Sandy
19,84.0,0.0,1015.0,0.28200000000000003,12.0,Loam
23,93.0,0.0,1006.0,0.28900000000000003,9.0,Loam
29,32.0,0.0,1011.0,0.076,12.0,Sandy
28,57.0,0.0,1010.0,0.15599999999999997,23.0,Sandy
37,24.0,0.0,1004.0,0.011999999999999983,4.0,Sandy
18,93.0,0.0,1014.0,0.31400000000000006,14.0,Loam
30,49.0,0.0,1009.0,0.122,6.0,Sandy
22,85.0,0.0,1011.0,0.27,9.0,Loam
25,74.0,3.8,1005.0,0.2524,18.0,Loam
21,82.0,0.0,1008.0,0.26599999999999996,18.0,Loam
16,73.0,0.0,1015.0,0.264,9.0,Loam
27,59.0,0.0,1010.0,0.16699999999999998,15.0,Sandy
22,82.0,0.0,1014.0,0.26099999999999995,16.0,Loam
26,64.0,0.0,1011.0,0.187,8.0,Sandy
21,86.0,0.0,1012.0,0.278,20.0,Loam
21,79.0,0.1,1010.0,0.2578,18.0,Loam
35,23.0,0.0,1007.0,0.019000000000000003,8.0,Sandy
22,88.0,0.0,1012.0,0.279,13.0,Loam
34,16.0,0.0,1008.0,0.0030000000000000027,12.0,Sandy
24,81.0,0.0,1009.0,0.248,15.0,Sandy
18,63.0,0.0,1014.0,0.224,12.0,Sandy
24,57.0,0.0,1009.0,0.176,4.0,Sandy
32,13.0,0.0,1008.0,0.003999999999999997,24.0,Sandy
20,78.0,0.0,1014.0,0.259,6.0,Loam
19,88.0,0.0,1012.0,0.29400000000000004,11.0,Loam
31,34.0,0.0,1007.0,0.07200000000000001,10.0,Sandy
26,62.0,0.0,1007.0,0.181,17.0,Sandy
33,22.0,0.0,1007.0,0.026000000000000002,7.0,Sandy
34,31.0,0.0,1008.0,0.048,3.0,Sandy
21,85.0,0.0,1006.0,0.275,32.0,Loam
23,78.0,0.0,1007.0,0.244,3.0,Sandy
35,29.0,0.0,1007.0,0.03699999999999999,12.0,Sandy
23,78.0,0.0,1008.0,0.244,22.0,Sandy
19,69.0,0.0,1014.0,0.237,8.0,Sandy
20,93.0,0.0,1013.0,0.30400000000000005,12.0,Loam
21,67.0,0.0,1018.0,0.221,15.0,Sandy
26,72.0,0.0,1006.0,0.211,15.0,Sandy
24,29.0,0.0,1012.0,0.092,9.0,Sandy
32,37.0,0.0,1009.0,0.076,7.0,Sandy
21,82.0,0.0,1009.0,0.26599999999999996,22.0,Loam
26,63.0,0.0,1011.0,0.184,10.0,Sandy
17,90.0,0.0,1010.0,0.31,3.0,Loam
21,90.0,0.1,1015.0,0.29080000000000006,13.0,Loam
25,69.0,0.0,1012.0,0.207,13.0,Sandy
17,92.0,0.0,1014.0,0.316,13.0,Loam
26,58.0,0.0,1005.0,0.16899999999999998,29.0,Sandy
27,56.0,0.0,1009.0,0.158,16.0,Sandy
19,76.0,0.0,1013.0,0.258,13.0,Loam
23,80.0,0.0,1012.0,0.25,15.0,Loam
32,24.0,0.2,1010.0,0.038599999999999995,14.0,Sandy
23,78.0,0.0,1008.0,0.244,27.0,Sandy
19,80.0,0.0,1016.0,0.27,15.0,Loam
32,45.0,0.0,1009.0,0.1,14.0,Sandy
21,88.0,0.0,1012.0,0.28400000000000003,12.0,Loam
20,95.0,0.0,1009.0,0.31,14.0,Loam
25,75.0,0.0,1006.0,0.22499999999999998,8.0,Sandy
19,98.0,0.0,1010.0,0.324,8.0,Loam
21,88.0,0.0,1010.0,0.28400000000000003,14.0,Loam
18,97.0,0.0,1015.0,0.32599999999999996,8.0,Loam
23,74.0,0.0,1010.0,0.232,13.0,Sandy
21,58.0,0.0,1018.0,0.19399999999999998,11.0,Sandy
27,51.0,0.0,1009.0,0.143,15.0,Sandy
29,52.0,0.0,1007.0,0.136,21.0,Sandy
24,56.0,0.0,1013.0,0.17300000000000001,6.0,Sandy
21,51.0,0.0,1012.0,0.173,12.0,Sandy
28,56.0,0.0,1012.0,0.153,12.0,Sandy
23,60.0,0.0,1014.0,0.19,16.0,Sandy
26,50.0,0.0,1010.0,0.145,12.0,Sandy
14,81.0,0.0,1016.0,0.298,3.0,Loam
23,41.0,0.0,1007.0,0.13299999999999998,13.0,Sandy
25,74.0,0.0,1009.0,0.222,6.0,Sandy
26,58.0,0.0,1011.0,0.16899999999999998,30.0,Sandy
17,90.0,0.0,1015.0,0.31,11.0,Loam
24,57.0,0.0,1012.0,0.176,5.0,Sandy
22,56.0,0.0,1012.0,0.18300000000000002,13.0,Sandy
24,61.0,0.0,1011.0,0.188,3.0,Sandy
24,35.0,0.0,1011.0,0.11,12.0,Sandy
24,67.0,0.0,1009.0,0.20600000000000002,24.0,Sandy
16,91.0,0.0,1014.0,0.318,6.0,Loam
27,60.0,0.5,1008.0,0.174,18.0,Sandy
27,52.0,0.0,1013.0,0.146,13.0,Sandy
22,89.0,0.0,1010.0,0.28200000000000003,12.0,Loam
22,76.0,0.0,1009.0,0.243,26.0,Sandy
24,72.0,0.0,1008.0,0.221,25.0,Sandy
34,37.0,0.0,1009.0,0.066,2.0,Sandy
17,90.0,0.0,1009.0,0.31,10.0,Loam
24,71.0,0.0,1009.0,0.218,24.0,Sandy
18,67.0,0.0,1014.0,0.23600000000000002,14.0,Sandy
26,59.0,0.0,1014.0,0.172,9.0,Sandy
25,55.0,0.0,1016.0,0.165,12.0,Sandy
26,58.0,0.0,1007.0,0.16899999999999998,5.0,Sandy
21,90.0,0.0,1007.0,0.29000000000000004,16.0,Loam
21,86.0,0.1,1012.0,0.27880000000000005,24.0,Loam
16,95.0,0.0,1014.0,0.32999999999999996,8.0,Loam
25,71.0,0.0,1008.0,0.213,16.0,Sandy
21,93.0,0.0,1010.0,0.29900000000000004,3.0,Loam
14,95.0,0.0,1015.0,0.33999999999999997,5.0,Loam
33,26.0,0.0,1008.0,0.038,8.0,Sandy
27,31.0,0.0,1011.0,0.083,8.0,Sandy
22,92.0,0.0,1011.0,0.29100000000000004,7.0,Loam
25,67.0,0.2,1010.0,0.2026,13.0,Sandy
26,72.0,0.0,1011.0,0.211,10.0,Sandy
25,69.0,0.1,1009.0,0.20779999999999998,10.0,Sandy
21,88.0,0.0,1011.0,0.28400000000000003,15.0,Loam
26,63.0,0.0,1008.0,0.184,21.0,Sandy
27,58.0,0.0,1005.0,0.16399999999999998,14.0,Sandy
23,85.0,0.0,1012.0,0.265,10.0,Loam
27,76.0,0.0,1006.0,0.21799999999999997,4.0,Sandy
33,18.0,0.0,1010.0,0.013999999999999999,18.0,Sandy
18,56.0,0.0,1016.0,0.203,10.0,Sandy
23,81.0,0.0,1008.0,0.253,23.0,Loam
25,71.0,0.0,1009.0,0.213,9.0,Sandy
22,85.0,0.2,1011.0,0.2716,8.0,Loam
27,46.0,0.0,1011.0,0.128,11.0,Sandy
28,59.0,0.0,1009.0,0.16199999999999998,9.0,Sandy
17,95.0,0.0,1014.0,0.32499999999999996,9.0,Loam
25,65.0,0.0,1008.0,0.195,8.0,Sandy
13,98.0,0.0,1015.0,0.354,8.0,Loam
19,98.0,0.0,1009.0,0.324,12.0,Loam
28,44.0,0.0,1012.0,0.117,16.0,Sandy
20,62.0,0.0,1013.0,0.211,10.0,Sandy
20,99.0,0.3,1011.0,0.3244,12.0,Loam
26,33.0,0.0,1011.0,0.094,17.0,Sandy
15,90.0,0.0,1019.0,0.32,10.0,Loam
23,75.0,0.0,1012.0,0.235,19.0,Sandy
27,38.0,0.0,1011.0,0.104,19.0,Sandy
30,37.0,0.0,1005.0,0.086,10.0,Sandy
25,72.0,0.0,1008.0,0.216,20.0,Sandy
21,97.0,0.2,1011.0,0.3126,13.0,Loam
20,55.0,0.0,1016.0,0.19,14.0,Sandy
31,26.0,0.0,1011.0,0.047999999999999994,13.0,Sandy
21,94.0,0.0,1007.0,0.302,17.0,Loam
20,86.0,0.0,1014.0,0.28300000000000003,9.0,Loam
22,49.0,0.0,1016.0,0.162,8.0,Sandy
21,96.0,0.0,1010.0,0.308,11.0,Loam
24,61.0,0.0,1015.0,0.188,8.0,Sandy
35,18.0,0.0,1010.0,0.003999999999999997,13.0,Sandy
27,73.0,0.0,1011.0,0.209,8.0,Sandy
25,60.0,0.0,1014.0,0.18,17.0,Sandy
33,27.0,0.0,1006.0,0.041,1.0,Sandy
16,71.0,0.0,1014.0,0.258,8.0,Loam
21,86.0,0.0,1012.0,0.278,11.0,Loam
22,93.0,0.0,1009.0,0.29400000000000004,8.0,Loam
29,15.0,0.0,1016.0,0.024999999999999998,17.0,Sandy
22,85.0,1.0,1017.0,0.278,18.0,Loam
29,54.0,0.0,1005.0,0.14200000000000002,14.0,Sandy
27,61.0,0.0,1008.0,0.173,5.0,Sandy
28,49.0,0.0,1007.0,0.13199999999999998,22.0,Sandy
23,83.0,0.0,1010.0,0.25899999999999995,4.0,Loam
24,35.0,0.0,1011.0,0.11,9.0,Sandy
32,19.0,0.0,1008.0,0.021999999999999992,11.0,Sandy
27,59.0,0.4,1008.0,0.1702,4.0,Sandy
18,55.0,0.0,1014.0,0.2,13.0,Sandy
24,74.0,0.0,1012.0,0.227,10.0,Sandy
25,34.0,0.0,1015.0,0.10200000000000001,19.0,Sandy
18,99.0,0.0,1016.0,0.33199999999999996,4.0,Loam
27,44.0,0.0,1011.0,0.12200000000000001,13.0,Sandy
19,98.0,0.0,1014.0,0.324,9.0,Loam
28,52.0,0.1,1005.0,0.14179999999999998,21.0,Sandy
23,89.0,0.0,1009.0,0.277,12.0,Loam
29,31.0,0.0,1011.0,0.073,12.0,Sandy
35,24.0,0.0,1011.0,0.021999999999999992,3.0,Sandy
29,49.0,0.0,1008.0,0.127,9.0,Sandy
19,97.0,0.0,1013.0,0.321,3.0,Loam
26,68.0,0.1,1005.0,0.1998,15.0,Sandy
24,68.0,0.0,1009.0,0.20900000000000002,25.0,Sandy
17,59.0,0.0,1017.0,0.217,14.0,Sandy
24,69.0,0.0,1011.0,0.212,15.0,Sandy
21,88.0,0.0,1014.0,0.28400000000000003,14.0,Loam
26,71.0,0.0,1011.0,0.208,5.0,Sandy
21,86.0,0.0,1006.0,0.278,18.0,Loam
27,66.0,0.0,1006.0,0.188,14.0,Sandy
29,54.0,0.3,1006.0,0.14440000000000003,30.0,Sandy
25,48.0,0.0,1015.0,0.144,11.0,Sandy
16,79.0,0.0,1020.0,0.282,14.0,Loam
26,65.0,0.1,1009.0,0.1908,13.0,Sandy
23,52.0,0.0,1013.0,0.166,12.0,Sandy
26,69.0,0.0,1009.0,0.20199999999999999,16.0,Sandy
25,74.0,1.9,1009.0,0.2372,7.0,Sandy
34,17.0,0.0,1006.0,0.006000000000000005,14.0,Sandy
27,56.0,0.0,1008.0,0.158,10.0,Sandy
22,53.0,0.0,1013.0,0.17400000000000002,16.0,Sandy
28,56.0,0.0,1008.0,0.153,8.0,Sandy
28,56.0,0.0,1008.0,0.153,10.0,Sandy
34,19.0,0.0,1007.0,0.011999999999999997,13.0,Sandy
27,65.0,0.0,1004.0,0.185,19.0,Sandy
18,99.0,0.0,1014.0,0.33199999999999996,4.0,Loam
27,53.0,0.0,1009.0,0.149,8.0,Sandy
15,82.0,0.0,1013.0,0.296,8.0,Loam
27,53.0,0.0,1014.0,0.149,5.0,Sandy
20,90.0,0.0,1015.0,0.29500000000000004,12.0,Loam
22,91.0,0.0,1010.0,0.28800000000000003,11.0,Loam
27,55.0,0.0,1014.0,0.155,10.0,Sandy
21,87.0,0.0,1011.0,0.281,15.0,Loam
29,19.0,0.0,1013.0,0.03699999999999999,11.0,Sandy
25,72.0,0.0,1008.0,0.216,8.0,Sandy
27,65.0,0.0,1008.0,0.185,10.0,Sandy
27,23.0,0.0,1009.0,0.059000000000000004,5.0,Sandy
25,68.0,0.0,1009.0,0.20400000000000001,6.0,Sandy
22,94.0,0.0,1005.0,0.297,7.0,Loam
16,78.0,0.0,1009.0,0.27899999999999997,10.0,Loam
25,43.0,0.0,1016.0,0.129,13.0,Sandy
26,62.0,0.0,1005.0,0.181,19.0,Sandy
21,36.0,0.0,1010.0,0.128,10.0,Sandy
25,79.0,2.5,1007.0,0.257,4.0,Loam
20,73.0,0.0,1019.0,0.244,15.0,Sandy
32,31.0,0.0,1006.0,0.057999999999999996,7.0,Sandy
22,79.0,0.0,1008.0,0.252,26.0,Loam
20,56.0,0.0,1015.0,0.193,5.0,Sandy
24,70.0,0.0,1008.0,0.215,15.0,Sandy
21,85.0,0.0,1009.0,0.275,25.0,Loam
25,43.0,0.0,1013.0,0.129,13.0,Sandy
33,30.0,0.0,1007.0,0.049999999999999996,13.0,Sandy
26,51.0,0.0,1010.0,0.148,12.0,Sandy
18,99.0,0.0,1013.0,0.33199999999999996,9.0,Loam
22,78.0,0.0,1010.0,0.249,19.0,Sandy
17,61.0,0.0,1017.0,0.223,9.0,Sandy
17,63.0,0.0,1014.0,0.229,7.0,Sandy
22,80.0,0.0,1009.0,0.255,20.0,Loam
23,71.0,0.0,1007.0,0.223,27.0,Sandy
19,96.0,0.0,1007.0,0.318,11.0,Loam
26,41.0,0.0,1015.0,0.11799999999999998,11.0,Sandy
23,74.0,0.0,1007.0,0.232,24.0,Sandy
19,98.0,0.0,1011.0,0.324,12.0,Loam
29,49.0,0.0,1007.0,0.127,6.0,Sandy
22,81.0,0.0,1008.0,0.258,17.0,Loam
20,92.0,0.0,1012.0,0.30100000000000005,14.0,Loam
15,76.0,0.0,1011.0,0.27799999999999997,8.0,Loam
23,66.0,0.0,1010.0,0.20800000000000002,6.0,Sandy
24,68.0,0.1,1014.0,0.20980000000000001,15.0,Sandy
12,63.0,0.0,1012.0,0.254,7.0,Loam
24,58.0,0.0,1013.0,0.179,8.0,Sandy
26,48.0,0.0,1014.0,0.13899999999999998,5.0,Sandy
30,30.0,0.0,1009.0,0.065,9.0,Sandy
28,42.0,0.0,1011.0,0.111,8.0,Sandy
23,71.0,0.0,1007.0,0.223,26.0,Sandy
18,63.0,0.0,1016.0,0.224,10.0,Sandy
27,31.0,0.0,1013.0,0.083,16.0,Sandy
20,97.0,0.0,1013.0,0.316,6.0,Loam
26,46.0,0.0,1013.0,0.133,18.0,Sandy
29,18.0,0.0,1014.0,0.034,6.0,Sandy
27,61.0,0.0,1007.0,0.173,13.0,Sandy
24,69.0,0.0,1013.0,0.212,9.0,Sandy
23,69.0,0.0,1008.0,0.217,17.0,Sandy
21,79.0,0.0,1011.0,0.257,18.0,Loam
20,68.0,0.0,1018.0,0.229,17.0,Sandy
16,91.0,0.0,1014.0,0.318,12.0,Loam
28,69.0,0.0,1010.0,0.19199999999999998,5.0,Sandy
27,29.0,0.0,1011.0,0.077,10.0,Sandy
32,28.0,0.0,1008.0,0.049,14.0,Sandy
29,39.0,0.0,1009.0,0.09699999999999999,9.0,Sandy
21,66.0,0.0,1011.0,0.218,7.0,Sandy
21,80.0,0.0,1008.0,0.26,23.0,Loam
21,85.0,0.0,1008.0,0.275,22.0,Loam
21,88.0,0.0,1015.0,0.28400000000000003,10.0,Loam
27,61.0,0.2,1008.0,0.17459999999999998,15.0,Sandy
26,64.0,0.0,1007.0,0.187,19.0,Sandy
25,58.0,0.0,1013.0,0.174,13.0,Sandy
31,35.0,0.0,1008.0,0.07499999999999998,18.0,Sandy
20,77.0,0.0,1013.0,0.256,10.0,Loam
31,22.0,0.0,1009.0,0.036,6.0,Sandy
30,42.0,0.0,1005.0,0.101,21.0,Sandy
24,66.0,0.0,1011.0,0.203,8.0,Sandy
25,69.0,0.0,1005.0,0.207,24.0,Sandy
24,58.0,0.1,1007.0,0.1798,13.0,Sandy
27,63.0,0.1,1011.0,0.1798,17.0,Sandy
19,98.0,0.0,1016.0,0.324,9.0,Loam
28,53.0,0.0,1011.0,0.144,16.0,Sandy
26,37.0,0.0,1013.0,0.106,18.0,Sandy
18,91.0,0.0,1017.0,0.30800000000000005,6.0,Loam
16,78.0,0.0,1014.0,0.27899999999999997,12.0,Loam
22,45.0,0.0,1015.0,0.15000000000000002,14.0,Sandy
24,60.0,0.0,1010.0,0.185,7.0,Sandy
22,60.0,0.0,1013.0,0.195,9.0,Sandy
22,86.0,0.0,1009.0,0.273,10.0,Loam
25,54.0,0.0,1011.0,0.162,11.0,Sandy
22,94.0,0.0,1009.0,0.297,6.0,Loam
27,64.0,0.1,1008.0,0.1828,16.0,Sandy
17,65.0,0.0,1015.0,0.23500000000000001,10.0,Sandy
30,51.0,0.0,1006.0,0.128,17.0,Sandy
18,85.0,0.0,1017.0,0.29000000000000004,14.0,Loam
29,51.0,0.0,1012.0,0.133,13.0,Sandy
25,78.0,0.3,1009.0,0.2364,15.0,Sandy
25,72.0,0.0,1014.0,0.216,5.0,Sandy
21,80.0,0.0,1010.0,0.26,13.0,Loam
15,91.0,0.0,1016.0,0.323,14.0,Loam
18,54.0,0.0,1014.0,0.197,11.0,Sandy
20,46.0,0.0,1012.0,0.163,13.0,Sandy
29,12.0,0.0,1010.0,0.015999999999999997,10.0,Sandy
19,94.0,0.0,1011.0,0.312,13.0,Loam
22,83.0,0.0,1008.0,0.26399999999999996,25.0,Loam
24,68.0,0.0,1007.0,0.20900000000000002,25.0,Sandy
23,68.0,0.0,1008.0,0.21400000000000002,9.0,Sandy
18,89.0,0.0,1015.0,0.30200000000000005,12.0,Loam
0,68.0,0.7,1006.0,0.3346,19.0,Loam
30,32.0,0.0,1010.0,0.07100000000000001,8.0,Sandy
32,38.0,0.0,1009.0,0.07899999999999999,3.0,Sandy
27,55.0,0.0,1007.0,0.155,24.0,Sandy
30,45.0,0.0,1007.0,0.11000000000000001,13.0,Sandy
17,96.0,0.0,1014.0,0.32799999999999996,12.0,Loam
26,69.0,0.0,1010.0,0.20199999999999999,10.0,Sandy
25,54.0,0.0,1010.0,0.162,10.0,Sandy
30,43.0,0.2,1007.0,0.1056,10.0,Sandy
21,89.0,0.0,1007.0,0.28700000000000003,13.0,Loam
32,33.0,0.0,1006.0,0.064,6.0,Sandy
23,67.0,0.0,1012.0,0.21100000000000002,5.0,Sandy
22,43.0,0.0,1012.0,0.14400000000000002,14.0,Sandy
20,95.0,0.0,1008.0,0.31,14.0,Loam
26,66.0,0.2,1008.0,0.1946,22.0,Sandy
28,58.0,0.0,1009.0,0.15899999999999997,10.0,Sandy
22,75.0,0.0,1010.0,0.24,22.0,Sandy
26,61.0,0.0,1007.0,0.178,16.0,Sandy
33,33.0,0.3,1008.0,0.0614,10.0,Sandy
28,52.0,0.0,1009.0,0.141,12.0,Sandy
23,88.0,0.0,1013.0,0.274,8.0,Loam
26,61.0,0.0,1007.0,0.178,21.0,Sandy
22,52.0,0.0,1016.0,0.171,9.0,Sandy
23,71.0,0.0,1011.0,0.223,19.0,Sandy
18,65.0,0.0,1015.0,0.23,12.0,Sandy
21,86.0,0.0,1009.0,0.278,19.0,Loam
24,76.0,1.7,1011.0,0.24659999999999999,6.0,Sandy
24,79.0,0.2,1006.0,0.24359999999999998,4.0,Sandy
33,20.0,0.0,1010.0,0.019999999999999997,14.0,Sandy
21,80.0,0.0,1009.0,0.26,12.0,Loam
23,54.0,0.0,1015.0,0.17200000000000001,16.0,Sandy
26,20.0,0.0,1012.0,0.055,8.0,Sandy
27,58.0,0.0,1012.0,0.16399999999999998,10.0,Sandy
24,85.0,0.0,1010.0,0.26,19.0,Loam
24,75.0,0.1,1011.0,0.23079999999999998,13.0,Sandy
26,67.0,0.0,1009.0,0.196,14.0,Sandy
32,32.0,0.0,1007.0,0.061,8.0,Sandy
21,85.0,0.0,1007.0,0.275,26.0,Loam
30,15.0,0.0,1010.0,0.019999999999999997,13.0,Sandy
18,70.0,0.0,1014.0,0.245,10.0,Sandy
18,82.0,0.0,1015.0,0.28099999999999997,11.0,Loam
23,77.0,0.0,1007.0,0.241,22.0,Sandy
22,90.0,0.0,1009.0,0.28500000000000003,9.0,Loam
21,86.0,0.0,1008.0,0.278,14.0,Loam
19,85.0,0.0,1013.0,0.28500000000000003,5.0,Loam
21,87.0,0.0,1008.0,0.281,15.0,Loam
20,89.0,0.0,1013.0,0.29200000000000004,11.0,Loam
25,69.0,0.2,1008.0,0.20859999999999998,18.0,Sandy
18,98.0,0.0,1014.0,0.32899999999999996,8.0,Loam
25,42.0,0.0,1014.0,0.126,16.0,Sandy
29,53.0,0.1,1005.0,0.1398,3.0,Sandy
19,94.0,0.0,1013.0,0.312,6.0,Loam
21,85.0,0.2,1011.0,0.2766,4.0,Loam
20,97.0,0.0,1011.0,0.316,1.0,Loam
29,40.0,0.0,1012.0,0.09999999999999999,11.0,Sandy
24,48.0,0.0,1014.0,0.149,15.0,Sandy
22,88.0,0.0,1005.0,0.279,16.0,Loam
21,93.0,0.0,1010.0,0.29900000000000004,8.0,Loam
23,82.0,0.0,1009.0,0.25599999999999995,21.0,Loam
15,95.0,0.0,1013.0,0.33499999999999996,6.0,Loam
31,50.0,0.0,1006.0,0.12,4.0,Sandy
19,48.0,0.0,1011.0,0.174,8.0,Sandy
25,65.0,0.0,1006.0,0.195,24.0,Sandy
28,55.0,0.0,1006.0,0.15,15.0,Sandy
22,86.0,0.0,1011.0,0.273,10.0,Loam
24,61.0,0.0,1012.0,0.188,7.0,Sandy
28,50.0,0.0,1007.0,0.13499999999999998,21.0,Sandy
21,80.0,0.0,1013.0,0.26,18.0,Loam
21,92.0,0.2,1011.0,0.29760000000000003,7.0,Loam
19,98.0,0.0,1011.0,0.324,9.0,Loam
26,52.0,0.0,1015.0,0.151,14.0,Sandy
25,66.0,0.0,1011.0,0.198,14.0,Sandy
21,77.0,0.0,1011.0,0.251,9.0,Loam
21,80.0,0.0,1008.0,0.26,25.0,Loam
19,77.0,0.0,1016.0,0.261,10.0,Loam
21,64.0,0.0,1015.0,0.212,12.0,Sandy
18,79.0,0.0,1017.0,0.272,9.0,Loam
19,76.0,0.0,1018.0,0.258,13.0,Loam
20,92.0,0.0,1012.0,0.30100000000000005,11.0,Loam
34,23.0,0.0,1007.0,0.024000000000000007,10.0,Sandy
18,82.0,0.0,1016.0,0.28099999999999997,15.0,Loam
21,94.0,0.0,1010.0,0.302,12.0,Loam
14,97.0,0.0,1017.0,0.346,10.0,Loam
23,81.0,0.0,1010.0,0.253,10.0,Loam
30,40.0,0.0,1008.0,0.095,9.0,Sandy
17,85.0,0.0,1018.0,0.295,11.0,Loam
